ts;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;D
1586208344592;241;233;239;242;211;243;238;250;210;224;244;265;203;230;249;262;35
1586208344628;241;234;242;245;213;244;237;247;209;224;244;266;204;230;249;261;35
1586208344664;238;232;240;246;215;246;238;247;208;222;243;265;204;231;249;261;35
1586208344700;238;229;237;243;214;247;240;250;209;222;242;264;204;231;250;262;35
1586208344735;241;232;237;241;212;245;239;250;210;224;243;264;203;230;249;262;35
1586208344771;242;234;240;243;211;243;237;248;209;224;244;265;204;230;248;261;35
1586208344807;240;233;241;245;214;244;237;246;208;223;244;266;204;230;249;261;35
1586208344842;237;230;240;246;215;247;239;248;208;223;243;265;204;231;250;262;35
1586208344878;238;229;238;243;213;246;240;250;209;223;242;264;204;231;250;262;35
1586208344914;240;231;239;242;211;244;239;250;210;224;243;264;203;230;249;262;35
1586208344949;240;233;242;245;212;243;237;248;209;224;244;265;204;230;249;261;35
1586208344985;238;232;242;246;214;245;237;246;208;223;244;266;204;231;249;261;35
1586208345021;236;228;240;246;215;247;240;249;208;222;242;264;204;231;250;262;35
1586208345057;237;229;239;243;212;246;240;250;209;223;242;264;203;230;250;262;35
1586208345092;240;232;240;243;211;243;238;250;210;224;244;265;203;230;249;262;35
1586208345128;239;233;243;246;212;244;236;247;209;224;244;266;204;230;249;261;35
1586208345164;235;230;242;247;215;246;238;247;208;223;243;265;204;231;250;261;35
1586208345199;235;228;240;245;214;247;240;249;208;222;242;264;204;231;250;262;35
1586208345235;236;229;240;244;212;245;240;250;210;224;243;264;203;230;249;262;35
1586208345271;238;231;243;245;211;243;237;249;210;224;244;265;203;230;249;261;35
1586208345306;236;231;244;248;214;244;237;247;208;223;244;265;204;230;249;261;35
1586208345342;233;228;242;248;215;246;239;248;208;222;243;265;204;231;250;262;35
1586208345378;234;227;240;245;214;247;240;250;209;223;242;264;204;230;250;262;35
1586208345414;237;230;241;244;211;244;239;250;210;224;243;264;203;230;249;262;35
1586208345449;237;232;244;247;212;243;237;248;209;224;244;265;204;230;249;261;35
1586208345485;234;230;244;249;214;245;237;247;208;223;244;266;204;230;249;261;35
1586208345521;233;228;241;248;215;246;240;248;209;222;242;264;204;231;250;262;35
1586208345556;234;228;240;245;213;246;240;251;209;223;243;264;203;230;250;262;35
1586208345592;237;231;242;245;211;243;238;250;210;224;244;265;204;230;249;262;35
1586208345628;236;232;244;247;213;243;237;247;209;224;244;266;204;230;249;261;35
1586208345664;233;229;244;249;215;245;238;247;208;223;243;265;204;231;250;262;35
1586208345699;233;227;241;246;215;246;240;249;208;223;242;264;204;231;250;262;35
1586208345735;236;229;240;244;212;245;240;250;210;224;243;264;203;230;250;262;35
1586208345771;237;231;243;246;211;242;237;249;210;224;244;265;203;230;249;261;35
1586208345806;236;231;244;248;214;244;237;247;208;224;244;265;204;230;249;261;35
1586208345842;233;228;243;248;215;246;239;248;208;222;243;265;204;231;250;262;35
1586208345878;234;228;240;245;214;246;240;250;209;222;242;264;204;230;250;262;35
1586208345913;237;230;241;244;212;244;239;250;210;224;243;264;204;230;249;262;35
1586208345949;237;232;244;246;212;243;237;248;210;224;244;265;204;230;248;261;35
1586208345985;234;231;244;249;214;245;237;247;208;223;243;265;204;231;249;261;35
1586208346020;233;228;242;247;215;247;240;248;208;223;242;264;204;231;250;262;35
1586208346056;234;228;240;244;213;246;240;251;209;223;242;264;204;230;250;262;35
1586208346092;237;231;242;245;211;243;238;250;210;224;244;264;203;230;249;262;35
1586208346128;237;232;244;247;213;243;236;247;209;224;244;266;204;230;249;261;35
